GeneSymbol,log2FoldChange,pvalue,padj
FLYWCH2,0.33,0.002322,0.062611
ZG16B,-0.62,0.904993,1.000000
ZNF75A,0.03,0.608720,1.000000
ADCY9,-0.11,0.135290,1.000000
SHANK2,1.82,0.369562,1.000000
CLPB,0.19,0.009672,0.191042
NEU3,-0.30,0.005228,0.118052
CYB561A3,-0.05,0.581926,1.000000
PPP1R32,-0.05,0.893663,1.000000
ASRGL1,0.02,0.904216,1.000000
GNG3,0.01,0.988170,1.000000
UBXN1,0.00,0.936018,1.000000
LBHD1,0.08,0.513509,1.000000
TTC9C,-0.05,0.591751,1.000000
TAF6L,-0.07,0.558765,1.000000
NXF1,0.14,0.041085,0.535917
STX5,-0.20,0.011745,0.219609
SLC25A45,0.55,0.149196,1.000000
RPL29,0.03,0.812758,1.000000
ITIH3,-2.19,0.253127,1.000000
SYVN1,0.09,0.119556,0.953604
ZFPL1,0.32,0.166897,1.000000
RPS6KA4,-0.12,0.135036,1.000000
LRP5,-0.25,0.000658,0.022042
TPCN2,0.45,0.000012,0.000625
FGF19,,,
CYP4A22,0.00,1.000000,1.000000
PDZK1IP1,,,
TAL1,-0.84,0.364921,1.000000
CMPK1,0.01,0.855208,1.000000
BEND5,0.29,0.613137,1.000000
ELAVL4,-0.57,0.847607,1.000000
COA7,0.08,0.203553,1.000000
ZYG11B,0.05,0.508538,1.000000
SLC1A7,0.16,0.903909,1.000000
C1orf123,-0.13,0.102032,0.887607
MAGOH,0.01,0.933452,1.000000
ACOT11,-0.07,0.696597,1.000000
FAM151A,-0.14,0.806200,1.000000
PARS2,0.06,0.558474,1.000000
LEXM,0.00,1.000000,1.000000
BSND,0.00,1.000000,1.000000
USP24,0.04,0.733584,1.000000
PLPP3,-0.29,0.797737,1.000000
NOL9,-0.04,0.743855,1.000000
PRKAA2,0.00,1.000000,1.000000
KLHL21,-0.06,0.564083,1.000000
ZSWIM5,-0.53,0.143433,1.000000
GMEB1,0.03,0.727607,1.000000
SLC45A1,-0.19,0.797251,1.000000
SEPN1,-0.01,0.913594,1.000000
AK4,-0.25,0.011561,0.217046
JAK1,0.03,0.613674,1.000000
RAVER2,1.66,0.000000,0.000000
CTRC,0.14,0.900754,1.000000
LZIC,0.03,0.698742,1.000000
RBP7,-0.64,0.238643,1.000000
KNCN,,,
FBLIM1,0.00,1.000000,1.000000
TMEM82,,,
SLC25A34,0.07,0.854132,1.000000
AKR7A3,-0.08,0.802520,1.000000
DRAXIN,-0.86,0.025168,0.383946
PDPN,-1.31,0.825689,1.000000
LRRC38,,,
DHRS3,-0.39,0.416009,1.000000
MATN1,-1.10,0.401075,1.000000
LAPTM5,0.10,0.107644,0.912515
SDC3,0.16,0.287020,1.000000
PEF1,0.00,0.975815,1.000000
SYNC,1.89,0.026778,0.400375
RBBP4,-0.01,0.887961,1.000000
KIAA1522,-0.14,0.207058,1.000000
TSSK3,-0.24,0.869245,1.000000
TMCO4,0.06,0.617350,1.000000
UBXN10,0.85,0.176537,1.000000
CAMK2N1,0.82,0.889736,1.000000
ALPL,,,
WNT4,0.70,0.314439,1.000000
TTLL10,0.00,1.000000,1.000000
SCNN1D,-0.17,0.522448,1.000000
MXRA8,-0.48,0.074046,0.750913
FAAP20,0.04,0.722358,1.000000
MEGF6,-0.87,0.000001,0.000067
CCDC27,-0.32,0.089117,0.828617
IL23R,-1.13,0.259708,1.000000
DIRAS3,0.00,1.000000,1.000000
C1orf87,,,
NFIA,0.75,0.292066,1.000000
OMA1,-0.07,0.491142,1.000000
MYSM1,0.23,0.032675,0.458916
TM2D1,-0.01,0.938569,1.000000
USP1,-0.10,0.195283,1.000000
FUBP1,-0.02,0.808957,1.000000
NEXN,-0.15,0.375164,1.000000
DNAJB4,-0.31,0.025384,0.386142
ADGRL4,1.46,0.803328,1.000000
LRRIQ3,-0.35,0.070982,0.736473
LRRC53,0.00,1.000000,1.000000
TYW3,0.18,0.012666,0.232094
LHX8,0.00,1.000000,1.000000
SNX7,0.00,1.000000,1.000000
B3GALT2,-0.62,0.917250,1.000000
NTNG1,-1.31,0.015568,0.270863
FAM102B,-0.32,0.000179,0.007046
HENMT1,-0.17,0.060626,0.677046
AKNAD1,1.50,0.720277,1.000000
C1orf52,0.06,0.411877,1.000000
WDR63,-0.28,0.008906,0.179206
GBP2,0.21,0.044660,0.565676
ATXN7L2,-0.22,0.071942,0.739959
GBP4,-0.13,0.522015,1.000000
ZNF326,-0.22,0.003440,0.085102
HFM1,-0.23,0.349334,1.000000
BRINP3,0.82,0.876931,1.000000
GFI1,-0.43,0.000000,0.000000
LSP1P3,0.00,1.000000,1.000000
KCNT2,-1.33,0.654761,1.000000
AGL,0.14,0.056404,0.649699
VCAM1,0.00,1.000000,1.000000
EXTL2,-0.19,0.044819,0.566981
SLC30A7,-0.02,0.810186,1.000000
DNAJA1P5,-0.62,0.917250,1.000000
ZNF281,0.19,0.034413,0.475850
ARPC5,0.05,0.411058,1.000000
CADM3,,,
NLRP3,-0.12,0.012805,0.233961
ZNF496,0.10,0.178115,1.000000
TRIM58,-0.64,0.324847,1.000000
SLAMF9,-0.25,0.509940,1.000000
OR2M5,,,
KCNJ9,0.82,0.889736,1.000000
IGSF8,-0.30,0.001663,0.047265
DDR2,0.35,0.210170,1.000000
PEA15,-0.33,0.000000,0.000000
PEX19,0.07,0.161325,1.000000
NCSTN,-0.08,0.025096,0.383839
VANGL2,-0.16,0.338017,1.000000
SLAMF6,-0.49,0.002435,0.065130
OLFML2B,0.82,0.867282,1.000000
FCRLB,1.85,0.308801,1.000000
FCGR3B,0.81,0.891917,1.000000
SLC9C2,-1.69,0.009066,0.181759
KLHDC9,0.00,1.000000,1.000000
C1orf74,-0.06,0.602994,1.000000
LMX1A,,,
LRRC52,,,
FLVCR1,0.05,0.570755,1.000000
FAM71A,,,
ATF3,-0.31,0.480374,1.000000
RBM15,0.09,0.343103,1.000000
DENND2D,0.03,0.613255,1.000000
AXDND1,-0.81,0.573083,1.000000
TDRD5,-1.08,0.498205,1.000000
IER5,-0.41,0.000006,0.000322
SNED1,-0.37,0.321510,1.000000
BPNT1,0.12,0.230863,1.000000
SPATA17,-0.01,0.977842,1.000000
C1orf115,0.82,0.762461,1.000000
BROX,-0.02,0.731223,1.000000
NBPF20,0.06,0.754761,1.000000
ACP6,-0.01,0.944375,1.000000
MT2P1,-0.62,0.917250,1.000000
WDR64,0.77,0.714062,1.000000
KIF26B,-0.29,0.069965,0.730425
TFB2M,0.06,0.562039,1.000000
CNST,0.08,0.242180,1.000000
PPP1R21,-0.08,0.339632,1.000000
KLHDC8A,,,
PM20D1,,,
PKDCC,-0.13,0.576513,1.000000
OXER1,1.15,0.000011,0.000574
HAAO,0.12,0.498476,1.000000
B3GALNT2,-0.08,0.146375,1.000000
C1orf147,0.65,0.293339,1.000000
MAPKAPK2,0.17,0.002322,0.062611
IL20,-1.29,0.828344,1.000000
IL24,1.48,0.803353,1.000000
FCMR,2.75,0.058935,0.667991
PIGR,1.49,0.680879,1.000000
FCAMR,-0.66,0.329306,1.000000
CAPN2,-0.13,0.006032,0.132673
MRPL55,-0.02,0.869624,1.000000
C1orf145,-0.16,0.759213,1.000000
WDR26,-0.13,0.028652,0.418562
REL,-0.05,0.718026,1.000000
PUS10,-0.03,0.809456,1.000000
PEX13,-0.08,0.386355,1.000000
KIAA1841,0.04,0.683946,1.000000
TRIM17,-0.47,0.371310,1.000000
RFTN2,0.15,0.715582,1.000000
DISC1,0.07,0.312187,1.000000
AC007364.1,0.00,1.000000,1.000000
CAPN13,,,
LRRTM1,,,
MEMO1,-0.13,0.586223,1.000000
DPY30,-0.14,0.291317,1.000000
TYW5,0.17,0.045150,0.568975
C2orf47,0.19,0.047325,0.585751
KCNF1,2.89,0.000000,0.000000
PQLC3,-0.23,0.044885,0.566987
ARL5A,-0.14,0.068299,0.722672
FAM84A,0.66,0.909404,1.000000
KCNJ3,0.82,0.889736,1.000000
NEUROD1,-2.70,0.045799,0.574446
CLHC1,0.04,0.836270,1.000000
PRORSD1P,-0.08,0.805501,1.000000
FRZB,,,
DUSP19,-0.13,0.607911,1.000000
CFAP36,-0.22,0.058910,0.667911
NUP35,-0.19,0.097196,0.865995
CCDC138,-0.14,0.116477,0.944706
ZSWIM2,,,
FBXO41,0.89,0.000000,0.000000
ALMS1P1,-0.99,0.590175,1.000000
ACTG2,1.11,0.526142,1.000000
WDCP,-0.07,0.483895,1.000000
SMC6,0.10,0.175967,1.000000
VSNL1,-0.66,0.131000,0.994971
CCDC74A,-0.18,0.739709,1.000000
H3F3A,-0.17,0.176349,1.000000
ANKRD30BL,0.00,1.000000,1.000000
COQ8A,-0.19,0.000222,0.008516
SLC16A14,0.29,0.399508,1.000000
TEKT4,-0.60,0.886291,1.000000
EN1,,,
SGCB,0.09,0.439347,1.000000
SPATA18,0.01,0.959959,1.000000
NOSTRIN,0.09,0.799788,1.000000
CFAP221,0.82,0.889736,1.000000
CCDC140,,,
SGPP2,0.35,0.489668,1.000000
INHBB,-0.62,0.041101,0.535940
XIRP2,0.76,0.797729,1.000000
BBS5,0.13,0.586796,1.000000
BIRC8,,,
SMARCAD1,-0.02,0.786709,1.000000
HPGDS,,,
PDLIM5,-0.02,0.850508,1.000000
PDHA2,1.21,0.519483,1.000000
STPG2,-1.90,0.285183,1.000000
NEURL3,-0.62,0.917250,1.000000
RPRD2,0.19,0.031724,0.450792
ANKRD23,0.55,0.303368,1.000000
CTSS,0.24,0.007667,0.160106
MSX1,-0.29,0.292360,1.000000
PACRGL,0.08,0.542527,1.000000
BNIPL,-0.15,0.778423,1.000000
C1QTNF7,0.80,0.666689,1.000000
TNFAIP8L2,-0.23,0.003055,0.077158
LYSMD1,-0.07,0.536437,1.000000
SCNM1,0.03,0.728094,1.000000
TMOD4,-0.12,0.640896,1.000000
VPS72,0.04,0.564789,1.000000
ERCC3,-0.04,0.475661,1.000000
RNF149,0.08,0.243888,1.000000
IWS1,0.02,0.697109,1.000000
BOLA3,0.22,0.142931,1.000000
CDC42EP3,-0.15,0.012723,0.232687
S100A11,-0.08,0.230921,1.000000
LCE3D,,,
SMCP,,,
IVL,,,
SPRR3,0.00,1.000000,1.000000
DHX57,0.05,0.505280,1.000000
SPRR2D,,,
BMP10,0.00,1.000000,1.000000
PGLYRP4,-1.70,0.171121,1.000000
ARHGAP25,0.17,0.051219,0.612739
S100A9,-0.69,0.000000,0.000019
S100A12,-0.26,0.499787,1.000000
TGFA,-0.35,0.004079,0.097367
TDRD10,5.52,0.000001,0.000054
CCNYL1,0.33,0.000028,0.001333
FZD5,0.09,0.505128,1.000000
CRYGC,,,
DCAF16,-0.23,0.004239,0.100487
C1orf189,0.61,0.455196,1.000000
NPPC,,,
GNPDA2,0.06,0.477543,1.000000
ALPP,0.00,1.000000,1.000000
GABRG1,-0.12,0.745380,1.000000
ALPPL2,,,
GABRB1,0.82,0.889736,1.000000
PAQR3,-0.07,0.364454,1.000000
NIPAL1,0.18,0.851072,1.000000
ALPI,,,
ANTXR2,-0.30,0.000474,0.016474
HELQ,0.06,0.417629,1.000000
MRPS18C,0.21,0.212050,1.000000
CGGBP1,-0.05,0.474151,1.000000
FAM175A,-0.04,0.742086,1.000000
GPR155,-0.05,0.856539,1.000000
DAPL1,-1.20,0.106493,0.908290
PMVK,-0.03,0.692798,1.000000
PBXIP1,-0.28,0.000017,0.000870
CLDN1,0.10,0.986142,1.000000
PYGO2,-0.14,0.014623,0.258734
HIPK1,-0.13,0.227109,1.000000
LENEP,-0.62,0.856364,1.000000
DCST2,-0.25,0.727883,1.000000
DCST1,-0.33,0.663038,1.000000
COL6A3,0.37,0.672501,1.000000
C1orf106,0.20,0.117514,0.948215
LINC01116,,,
YY1AP1,-0.01,0.842812,1.000000
KBTBD8,0.12,0.365557,1.000000
FAM19A4,0.00,1.000000,1.000000
EOGT,-0.08,0.381774,1.000000
LMOD3,-0.54,0.676017,1.000000
NAXE,-0.02,0.801058,1.000000
POGLUT1,0.05,0.576713,1.000000
SLC22A15,-0.01,0.889214,1.000000
CCKAR,,,
IGFN1,0.10,0.981051,1.000000
ATP1A1,0.12,0.010608,0.204144
SLC15A2,-0.06,0.651656,1.000000
EIF4E3,-0.74,0.372292,1.000000
PROK2,-1.69,0.182345,1.000000
C3orf30,,,
LRRC58,0.17,0.044030,0.560702
FSTL1,0.90,0.010686,0.205240
LMOD1,0.65,0.684248,1.000000
ELF3,-0.39,0.762457,1.000000
PDCL2,,,
TMEM183A,0.12,0.208031,1.000000
TMEM169,0.89,0.000319,0.011717
IGFBP7,1.21,0.000000,0.000000
TRIM46,0.79,0.000070,0.003051
KRTCAP2,0.37,0.031708,0.450734
CXCR1,-1.90,0.436221,1.000000
ARPC2,0.17,0.042862,0.550505
TSACC,-0.06,0.825431,1.000000
CCT3,0.04,0.707763,1.000000
TMEM79,0.00,0.988156,1.000000
SSR2,-0.05,0.661861,1.000000
RNF25,0.08,0.367098,1.000000
STK36,-0.22,0.038733,0.515263
ADORA1,0.69,0.282374,1.000000
NEK10,-0.10,0.871172,1.000000
CCDC141,-0.57,0.438474,1.000000
FEV,-1.84,0.329838,1.000000
CRYBA2,-0.62,0.917250,1.000000
IHH,0.00,1.000000,1.000000
KIAA1524,0.27,0.000103,0.004300
EOMES,-0.12,0.800836,1.000000
CWC22,-0.01,0.874518,1.000000
AZI2,-0.11,0.159626,1.000000
TGFBR2,0.15,0.032385,0.457244
RETNLB,,,
ANKZF1,0.04,0.713798,1.000000
HDAC11,0.54,0.013646,0.245387
FCRL4,,,
TRAT1,,,
FBLN2,,,
GLB1L,-0.16,0.451467,1.000000
STT3B,-0.03,0.653392,1.000000
CHCHD4,0.45,0.000000,0.000001
DPPA2,,,
NFASC,0.94,0.634920,1.000000
FCRL1,,,
SGO2,0.01,0.917358,1.000000
SERPINI1,-0.24,0.303277,1.000000
CLASP2,0.00,0.960218,1.000000
SUCLG1,0.44,0.000181,0.007103
NUAK2,0.69,0.429520,1.000000
SPTA1,0.34,0.509943,1.000000
PRKCI,-0.15,0.037042,0.499769
MNDA,0.10,0.142369,1.000000
PYHIN1,-0.11,0.448589,1.000000
IFI16,-0.07,0.479522,1.000000
AIM2,1.44,0.235932,1.000000
EFHB,0.52,0.406342,1.000000
EIF5A2,-0.05,0.602243,1.000000
SLC2A2,,,
RPL22L1,0.02,0.910976,1.000000
FABP1,,,
PPM1L,-0.11,0.349429,1.000000
ICA1L,0.09,0.459248,1.000000
SNHG16,0.08,0.432923,1.000000
CTLA4,,,
ICOS,,,
RYBP,-0.15,0.083305,0.799556
PPP4R2,-0.06,0.338814,1.000000
CD200R1,-2.38,0.072515,0.742727
GTPBP8,0.00,0.976539,1.000000
NEPRO,-0.03,0.652456,1.000000
SPICE1,-0.12,0.598103,1.000000
FAM86KP,0.82,0.758267,1.000000
CCDC191,-0.27,0.302955,1.000000
CADPS,0.82,0.889736,1.000000
NKX6-1,-0.13,0.667382,1.000000
CDS1,0.18,0.461543,1.000000
WDFY3,-0.06,0.561407,1.000000
COX18,-0.03,0.667551,1.000000
PTPN13,-0.71,0.784608,1.000000
SYNPR,,,
ALB,2.21,0.241928,1.000000
C3orf49,-0.61,0.555665,1.000000
C4orf36,-1.34,0.720127,1.000000
THOC7,0.00,0.957290,1.000000
ATXN7,-0.27,0.614787,1.000000
PSMD6,0.03,0.633369,1.000000
PRICKLE2,-1.07,0.040631,0.531473
ADAMTS9,0.32,0.286923,1.000000
PPM1K,-0.03,0.696611,1.000000
ERICH6,-0.64,0.795717,1.000000
CLRN1,,,
GMPS,-0.09,0.020503,0.331231
TIPARP,-0.07,0.367740,1.000000
CCNL1,0.09,0.207917,1.000000
PTX3,-2.56,0.030553,0.438726
HESX1,-0.04,0.876174,1.000000
DCLK3,-0.62,0.917250,1.000000
SLMAP,0.06,0.476559,1.000000
RPL9,0.04,0.800664,1.000000
SMIM14,-0.27,0.034362,0.475493
RPP14,0.40,0.000000,0.000000
ABHD6,0.20,0.478102,1.000000
DNASE1L3,,,
C3orf67,0.05,0.985796,1.000000
RBM47,0.79,0.000000,0.000000
APBB2,0.75,0.000036,0.001661
IL17RE,-0.86,0.000225,0.008612
IL17RC,-0.66,0.097808,0.868563
CRELD1,0.11,0.723127,1.000000
PRRT3,0.09,0.797512,1.000000
FANCD2OS,-0.52,0.801928,1.000000
PCOLCE2,0.69,0.112655,0.931931
U2SURP,0.10,0.152478,1.000000
MTMR14,0.15,0.016041,0.276520
TTC14,0.32,0.006816,0.145499
CXCL3,0.64,0.914150,1.000000
CXCL5,0.00,1.000000,1.000000
PPBP,,,
PF4,,,
MTHFD2L,0.05,0.692568,1.000000
CXCL1,1.91,0.003636,0.089059
RCHY1,0.27,0.003857,0.093262
PLSCR2,-1.20,0.592185,1.000000
CCDC158,0.00,1.000000,1.000000
CPA3,,,
GYG1,0.15,0.038114,0.509932
HPS3,0.30,0.000030,0.001443
TM4SF18,,,
TOPBP1,-0.02,0.807203,1.000000
RYK,0.04,0.503759,1.000000
SNRK,0.07,0.275372,1.000000
TCF23,-0.51,0.000001,0.000059
DNAJC5G,0.10,0.981220,1.000000
UCN,0.39,0.276915,1.000000
ZNF513,0.20,0.105347,0.903026
SLC4A1AP,0.05,0.352180,1.000000
PLB1,-0.12,0.441902,1.000000
SPDYA,0.13,0.840130,1.000000
KIAA1143,-0.04,0.597880,1.000000
KIF15,0.01,0.874577,1.000000
TGM4,-0.42,0.021213,0.341074
WDR43,0.09,0.203210,1.000000
ZDHHC3,0.21,0.000027,0.001314
CDCP1,-0.30,0.744768,1.000000
CLEC3B,0.87,0.866067,1.000000
SLC6A20,0.00,1.000000,1.000000
LZTFL1,-0.19,0.031588,0.449533
FYCO1,-0.07,0.513159,1.000000
CCR1,1.14,0.000000,0.000000
RTP3,-0.47,0.907264,1.000000
LRRC2,0.21,0.177935,1.000000
ELP6,-0.08,0.452213,1.000000
FBXO40,-0.89,0.582985,1.000000
DTX3L,-0.01,0.928717,1.000000
ZNF148,0.06,0.439187,1.000000
NMNAT3,-0.27,0.060548,0.676869
SMIM12,0.25,0.002687,0.069837
ZMYM6,-0.03,0.770352,1.000000
TPRA1,0.01,0.884231,1.000000
YEATS2,0.09,0.244283,1.000000
GRIK3,0.66,0.327410,1.000000
ZC3H12A,-0.16,0.252135,1.000000
MEAF6,-0.06,0.352542,1.000000
SNIP1,-0.05,0.509265,1.000000
DNALI1,0.38,0.745868,1.000000
POLR2H,-0.06,0.631800,1.000000
KLF15,0.19,0.126032,0.977509
CFAP100,1.53,0.218414,1.000000
CAMK2N2,0.14,0.938454,1.000000
LIPH,0.28,0.573056,1.000000
TMEM41A,-0.02,0.783765,1.000000
RPN1,-0.04,0.582493,1.000000
SENP2,-0.02,0.669650,1.000000
HEYL,-0.10,0.392614,1.000000
IFT122,-0.20,0.021662,0.345929
RHO,-0.62,0.782950,1.000000
IGF2BP2-AS1,0.91,0.750687,1.000000
RFC4,0.04,0.596913,1.000000
RPL39L,-0.26,0.082150,0.794569
BAP1,-0.03,0.638640,1.000000
TKT,0.25,0.000056,0.002529
PRKCD,-0.12,0.009633,0.190577
RFT1,0.09,0.169889,1.000000
SFMBT1,-0.09,0.406998,1.000000
GNL3,0.02,0.855135,1.000000
PBRM1,-0.09,0.367397,1.000000
UVSSA,-0.24,0.176241,1.000000
FAM208A,0.08,0.149963,1.000000
ARHGEF3,0.46,0.013572,0.244518
SLBP,0.02,0.825230,1.000000
LRPAP1,-0.04,0.547505,1.000000
ZDHHC19,-0.27,0.576132,1.000000
SLC51A,-0.70,0.000014,0.000716
UBXN7,0.04,0.687213,1.000000
RNF168,-0.01,0.926427,1.000000
PIGX,-0.13,0.049949,0.603195
MELTF,0.00,0.998294,1.000000
OTOP1,-0.62,0.917250,1.000000
S100P,-0.06,0.832613,1.000000
ABLIM2,1.48,0.115173,0.940226
EXO5,-0.04,0.550363,1.000000
CLDN19,1.30,0.615975,1.000000
C1orf50,-0.14,0.353528,1.000000
ERMAP,-0.07,0.502337,1.000000
ZNF691,0.04,0.555770,1.000000
AIMP1,0.02,0.851621,1.000000
SGMS2,0.73,0.514384,1.000000
METAP1,-0.01,0.878888,1.000000
DNAJB14,0.11,0.197859,1.000000
H2AFZ,-0.03,0.847165,1.000000
EMCN,0.82,0.889736,1.000000
SLC9B1,-0.31,0.316592,1.000000
SLC9B2,0.00,0.986586,1.000000
BDH2,0.00,0.986848,1.000000
PGRMC2,0.03,0.598523,1.000000
CDC25A,0.08,0.320485,1.000000
CAMP,6.38,0.000000,0.000000
ZNF589,1.19,0.000000,0.000000
FBXW12,1.09,0.457905,1.000000
PLXNB1,0.24,0.011862,0.221352
CCDC51,0.09,0.441089,1.000000
ATRIP,0.15,0.131780,0.997401
SHISA5,-0.04,0.485947,1.000000
SPRY1,2.11,0.184747,1.000000
BSN,-0.62,0.069804,0.729900
APEH,-0.01,0.814396,1.000000
INTU,-0.30,0.134041,1.000000
RNF123,0.10,0.217706,1.000000
HSPA4L,-0.09,0.496920,1.000000
MFSD8,0.01,0.910034,1.000000
ABHD18,0.06,0.440541,1.000000
CAMKV,-0.07,0.493630,1.000000
MON1A,0.01,0.901943,1.000000
MST1R,-0.59,0.202191,1.000000
RAD54L2,-0.02,0.777166,1.000000
TEX264,0.32,0.001522,0.043976
GRM2,0.24,0.842395,1.000000
DUSP7,-0.17,0.013901,0.248922
POC1A,-0.05,0.531369,1.000000
PPM1M,0.37,0.134332,1.000000
ETNPPL,,,
WDR82,0.12,0.021241,0.341375
PITX2,0.12,0.789704,1.000000
C4orf3,-0.05,0.585037,1.000000
PRSS12,-0.42,0.000001,0.000061
NDST3,0.24,0.829427,1.000000
HMGB2,-0.01,0.897404,1.000000
SAP30,0.02,0.837049,1.000000
SCRG1,0.39,0.683281,1.000000
HAND2,0.00,1.000000,1.000000
MAD2L1,-0.06,0.649626,1.000000
ANXA5,0.02,0.663672,1.000000
TMEM155,-0.62,0.917250,1.000000
ADAD1,,,
MAP9,,,
GUCY1A3,,,
FBXO8,-0.10,0.503412,1.000000
CEP44,-0.10,0.352723,1.000000
HPGD,,,
ASB5,,,
C4orf45,-0.62,0.917250,1.000000
TMEM144,0.04,0.815806,1.000000
FAM198B,-0.62,0.917250,1.000000
NPY1R,,,
NPY5R,,,
NAA15,0.08,0.317580,1.000000
IL15,,,
FAM160A1,0.28,0.889159,1.000000
ARFIP1,0.03,0.744511,1.000000
ICE1,0.10,0.262797,1.000000
HHIP,0.42,0.732921,1.000000
ANAPC10,-0.02,0.915770,1.000000
ABCE1,0.07,0.371371,1.000000
OTUD4,0.15,0.139516,1.000000
LSM6,-0.06,0.490510,1.000000
TMEM184C,0.04,0.589783,1.000000
PRMT9,0.55,0.000000,0.000003
ITGA2,-0.68,0.908429,1.000000
MOCS2,0.04,0.691856,1.000000
SLC45A2,-2.35,0.277685,1.000000
EDIL3,0.03,0.984460,1.000000
TMEM161B,0.14,0.199841,1.000000
ELOVL7,-0.47,0.509957,1.000000
NDUFAF2,0.02,0.837412,1.000000
ZNF474,-0.10,0.894228,1.000000
LMBRD2,-0.05,0.575030,1.000000
RANBP3L,0.24,0.641037,1.000000
NIPBL,0.05,0.619974,1.000000
RNF180,-1.76,0.558674,1.000000
ADGRV1,-0.63,0.762795,1.000000
SLC25A46,0.25,0.000000,0.000035
STARD4,-0.12,0.123733,0.968193
PGGT1B,0.20,0.014135,0.251876
F2RL2,-0.62,0.917250,1.000000
CCDC112,-0.14,0.166027,1.000000
ANKRD33B,-0.15,0.151410,1.000000
CMBL,0.04,0.775134,1.000000
C5orf63,0.00,0.987924,1.000000
PRRC1,-0.20,0.020183,0.327130
F2RL1,,,
AGGF1,-0.08,0.294071,1.000000
WDR41,-0.03,0.694990,1.000000
PRDM9,0.00,1.000000,1.000000
NDUFS4,0.22,0.228840,1.000000
SCGB3A2,,,
SPINK1,,,
HTR4,-1.28,0.796532,1.000000
ESM1,0.82,0.889736,1.000000
GRPEL2,0.08,0.718412,1.000000
CDC20B,0.00,1.000000,1.000000
ARSK,-0.06,0.659221,1.000000
RHOBTB3,0.54,0.000000,0.000000
GPX8,-0.28,0.229652,1.000000
TIGD6,0.13,0.259088,1.000000
SPZ1,,,
SERINC5,-0.47,0.000000,0.000008
ENPP6,0.82,0.889736,1.000000
CAGE1,0.10,0.834623,1.000000
CASP3,0.02,0.854478,1.000000
PRIMPOL,0.00,0.996464,1.000000
ERAP1,-0.07,0.156256,1.000000
ERAP2,0.00,0.996334,1.000000
CMYA5,0.05,0.704998,1.000000
EGFLAM,0.00,1.000000,1.000000
CFAP97,0.10,0.237268,1.000000
TMEM174,,,
CARTPT,,,
RICTOR,0.05,0.673162,1.000000
PAPD4,0.09,0.134416,1.000000
EBF1,0.09,0.964115,1.000000
ANKRA2,-0.14,0.319447,1.000000
UBLCP1,0.04,0.536923,1.000000
FAM170A,1.72,0.291558,1.000000
UTP15,0.18,0.129830,0.990898
TLR3,,,
KLKB1,2.20,0.242640,1.000000
NSA2,0.06,0.548348,1.000000
GFM2,-0.03,0.766149,1.000000
TERT,-0.50,0.028657,0.418562
SLC6A18,-0.54,0.899592,1.000000
CCDC127,0.01,0.850368,1.000000
FOXQ1,2.70,0.646669,1.000000
LINC01600,-0.37,0.721363,1.000000
ADGRF2,,,
ACSL6,0.00,1.000000,1.000000
IL3,,,
CSF2,,,
SEPT8,-0.06,0.284967,1.000000
SHROOM1,0.11,0.458410,1.000000
GDF9,-0.33,0.499065,1.000000
UQCRQ,0.07,0.611748,1.000000
LEAP2,0.30,0.432860,1.000000
GJB7,0.19,0.896376,1.000000
SLC35A1,0.09,0.495191,1.000000
GRIK2,0.14,0.765518,1.000000
MB21D1,-0.15,0.023108,0.361931
FABP7,0.82,0.889736,1.000000
TLX3,0.59,0.408367,1.000000
TXLNB,-0.23,0.268244,1.000000
CITED2,-0.31,0.000000,0.000000
FAM26D,,,
T,0.00,1.000000,1.000000
CREBRF,-0.04,0.800380,1.000000
DCBLD1,0.25,0.000281,0.010499
SFXN1,0.11,0.315358,1.000000
SAMD3,-0.88,0.218079,1.000000
TMEM200A,-0.62,0.267929,1.000000
IL22RA2,-1.63,0.335948,1.000000
DACT2,,,
PDSS2,0.10,0.106537,0.908292
C7orf72,,,
STXBP5,-0.06,0.485464,1.000000
HIST1H2AA,,,
IL31RA,0.40,0.047083,0.584620
ANKRD55,0.00,0.997538,1.000000
RAET1E,1.19,0.461798,1.000000
PI16,-2.01,0.670969,1.000000
TBX20,-0.06,0.851286,1.000000
DAGLB,-0.18,0.004020,0.096280
KIAA0895,-0.12,0.587911,1.000000
STK17A,-0.06,0.342923,1.000000
TRA2A,0.02,0.764134,1.000000
FAM183BP,0.37,0.815458,1.000000
GALNT10,-0.14,0.121285,0.959828
SAP30L,0.09,0.171474,1.000000
RPS14,0.05,0.707299,1.000000
HCN1,,,
MYOZ3,0.77,0.434442,1.000000
COG5,-0.04,0.606378,1.000000
NEUROD6,,,
BMT2,-0.08,0.485682,1.000000
GPR85,-0.27,0.027636,0.408960
SLU7,-0.10,0.146341,1.000000
RP9,0.05,0.686871,1.000000
PTTG1,-0.08,0.562205,1.000000
CAMLG,0.08,0.515756,1.000000
FBXL21,,,
BMPER,0.00,0.996100,1.000000
RELL2,-0.16,0.413837,1.000000
SMAD5-AS1,,,
KCNK5,0.90,0.000000,0.000000
KIF6,-0.62,0.826390,1.000000
ZNF12,0.14,0.043987,0.560702
SLC29A4,0.54,0.000403,0.014343
C7orf62,,,
STEAP1,-0.30,0.569430,1.000000
CDCA7L,-0.16,0.002123,0.058200
SP8,-1.36,0.661974,1.000000
MIOS,0.10,0.184963,1.000000
KIAA1324L,1.18,0.017606,0.297481
USP49,-0.11,0.251452,1.000000
